	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
Glycogen_metabolism_cluster	112621	107586	82446	101330	110043	126606	64628	60550	73197	51696	85531	125060	145152	57524	67300	60678	61868	71386	126645	105258	45072	58054	48704	77637	43597	54107	52622	67100	93051	51948
Glycolate,_glyoxylate_interconversions	7401	10764	11169	7110	11327	8916	0	2723	8433	8927	0	0	0	0	0	2809	3644	2557	8645	8306	7591	2073	2778	6927	7507	2412	4988	0	6128	5028
Glycolysis_and_Gluconeogenesis	252148	227256	198754	222938	218487	260840	213039	183305	242727	164858	181344	287894	397657	137945	205268	209182	178523	214567	254744	234586	148600	164915	165679	171346	149980	166977	150244	177611	215854	148006
Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes	187625	170888	151131	168586	167694	198764	163270	129816	187060	118289	127698	211433	307279	102229	160319	146910	127476	152977	194176	185822	104395	114516	115217	129206	101584	116193	115063	128569	160585	113658
Glyoxylate_bypass	22975	18403	20255	17043	14352	20405	45214	35889	23455	30606	40734	46279	90560	13803	50325	40370	35334	42164	15471	13811	29997	32600	34377	34643	31594	32896	21665	23936	21085	21055
Gram-Positive_Extracellular_Nucleases	2954	2635	2600	2057	1913	1893	904	0	986	0	1796	1373	1316	2226	901	1	0	24	3270	1378	0	0	1	1773	0	0	1160	662	2185	1177
Gram_Positive_Competence	9826	12231	11022	7246	12006	11931	3560	141	6130	0	5128	8275	9506	6753	3345	0	164	0	10199	6362	51	0	46	14494	0	0	12355	5140	7404	12604
GroEL_GroES	27677	27921	23789	26483	23804	30206	37368	16499	26963	15177	35063	49300	56480	17213	29481	17231	15321	19688	28134	27806	11804	14733	14759	27885	11774	14233	22251	26103	24024	22353
H2:CoM-S-S-HTP_oxidoreductase	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	6	0	0	0	0
HMG_CoA_Synthesis	1240	0	0	0	900	0	6204	0	0	0	5520	7120	8522	0	4579	0	0	0	0	0	0	0	0	2056	0	0	4654	3410	1110	4647
HPr_catabolite_repression_system	12661	10017	8502	9736	10980	10904	4956	0	7457	0	6106	7011	11059	8357	4376	0	0	0	12190	9041	0	0	0	5936	961	0	4720	5020	10170	4616
HPr_kinase_and_hprK_operon_in_Gram-positive_organisms	21945	19132	17063	18041	18319	20849	3476	6309	16971	6674	4542	4741	8014	13644	3149	7811	6276	7842	21461	18045	6108	7151	5879	13281	4488	5287	2593	3543	18625	2545
Heat_shock_dnaK_gene_cluster_extended	179187	185011	178146	162154	182818	206703	108824	74820	145681	85792	92336	173921	217829	80179	109232	95957	83785	99144	209112	158901	70846	84633	83099	96366	71955	83134	93518	103624	160037	92588
Heme,_hemin_uptake_and_utilization_systems_in_GramNegatives	37810	41672	40597	28836	36874	40285	15442	31531	35314	35481	8193	14637	36865	17646	8949	38440	34232	35655	33314	29675	34658	33068	32683	30078	27310	29197	11607	16293	31120	11601
Heme,_hemin_uptake_and_utilization_systems_in_GramPositives	14658	12433	10944	11224	14175	14202	9965	3346	9548	2851	4805	10682	16969	9076	4921	2403	3935	3060	15048	12076	2184	2414	3558	12278	3350	3336	11837	8103	11272	11373
Heme_and_Siroheme_Biosynthesis	112158	109188	102777	99431	102814	117009	84964	17467	110196	19425	41381	86720	151788	65238	57693	19813	17615	20310	109935	104226	14048	16427	16031	68559	19789	16043	58239	60665	98617	47252
Heme_biosynthesis_orphans	0	0	0	0	0	0	0	2729	0	4392	0	0	0	0	0	2616	3975	3581	0	0	3345	3426	2793	0	2018	2116	0	0	0	0
Hemin_transport_system	13726	17097	16199	8592	11961	12071	6494	18128	9067	22507	8193	11680	17062	6498	6279	22174	20644	20704	10741	13198	22451	20172	19634	15318	15546	15881	5688	8527	10019	5815
Heterocyst_formation_in_cyanobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hexose_Phosphate_Uptake_System	2297	1602	3900	1250	1628	1959	2755	3298	2594	3454	0	0	5089	1291	0	4472	4197	5081	723	1357	4040	3685	4239	2256	2789	2331	0	0	2166	0
Hfl_operon	21050	28273	25643	21845	24825	27871	1147	9106	17366	8121	990	5443	2448	3016	6743	10643	8798	10946	27994	23264	7317	8634	7982	18027	6989	8008	11044	15012	18513	12958
High_affinity_phosphate_transporter_and_control_of_PHO_regulon	18964	21584	17531	15707	16690	19827	18674	34098	15124	38075	0	5926	5405	11823	0	36350	35298	42061	19193	18675	37429	23679	30911	16143	42446	30925	4181	2397	20740	4228
Histidine_Biosynthesis	26366	23182	26087	18617	14209	21852	15649	51123	22500	50482	0	5926	26674	7592	17236	61278	53790	60891	13928	14235	44204	47440	54825	16188	47730	53431	5358	0	27604	5336
Histidine_Degradation	30720	20717	18216	20251	24739	25032	5665	28163	20583	27183	9119	11266	10191	12558	6414	32487	26699	33371	31863	30013	28181	29243	22222	6937	28373	28306	6556	8329	24168	4737
Homogentisate_pathway_of_aromatic_compound_degradation	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	269	0	0	250	74	256	0	887	0	0	0	0	0
Housecleaning_nucleoside_triphosphate_pyrophosphatases	33585	26716	25546	24547	33681	36219	763	0	19193	5580	1055	1938	19734	4202	2594	3780	6178	4138	37340	26125	7673	5976	5996	15722	8282	8822	4604	1129	27431	4351
HtrA_and_Sec_secretion	101724	98793	86442	71756	104139	108015	84505	74010	101335	61461	55382	85477	151282	48367	75351	81828	65489	84900	108089	77441	55885	67673	67010	67101	56556	65616	66125	69668	85492	64476
Hydantoin_metabolism	3534	5394	6789	4062	9396	9442	0	0	6050	1400	0	0	0	0	3653	0	128	0	11907	5368	0	0	0	686	0	0	6916	0	596	6802
Hydrogenases	16784	20898	23154	20851	23221	23113	8156	13961	23719	21740	5425	20694	16891	10184	18174	27286	24612	17623	23938	21857	15814	11374	18173	12296	22656	19581	13680	11870	14130	13214
Hydroxyaromatic_decarboxylase_family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	89	0	0	0	0	0	0	0	0
Hyperosmotic_potassium_uptake	0	0	0	0	0	0	0	9785	0	10302	0	0	0	0	0	12716	10370	12782	0	0	9361	10318	10774	0	9466	11656	0	0	0	0
Hypothetical_Coupled_to_RecF	14604	14693	12382	0	13486	14944	0	7191	0	7116	0	0	0	0	0	8546	6601	8940	16663	0	5995	7327	7852	10052	6174	7249	0	0	11656	0
Hypothetical_Related_to_Dihydroorotate_dehydrogenase	6248	6968	7377	5617	5778	7481	0	0	5685	0	0	0	0	3684	0	0	0	0	5532	6234	0	0	0	8497	0	0	0	0	5526	0
Indole-pyruvate_oxidoreductase_complex	0	0	0	0	0	0	0	12705	0	10533	0	0	0	0	0	16069	11978	14518	0	0	10403	11655	10771	0	10073	11437	0	0	0	0
Inner_membrane_protein_YhjD_and_conserved_cluster_involved_in_LPS_biosynthesis	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1236	0	0	0	0	92	0	0	83	0	0	0	0	0
Inorganic_Sulfur_Assimilation	37554	40033	44734	34949	26431	40337	38061	22707	41194	33653	19647	25573	64578	14682	22620	23045	36701	43427	26466	38467	31331	20427	21028	36176	27950	17690	20276	13582	35611	18893
Inositol_catabolism	24036	20912	9101	32441	46028	44659	0	532	19124	505	5635	10647	30292	15957	543	595	1022	1028	33268	11391	492	1105	668	22416	1485	0	113	7387	20022	105
Integrons	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	9	0	0	0	1	0	0	0	0	2	0
Intracellular_septation_in_Enterobacteria	1701	2710	2167	1606	2963	2807	0	0	1330	0	0	1565	0	980	0	1	169	0	2471	1767	11	0	0	1722	0	0	0	0	3230	0
Iojap	155823	181729	166648	127505	176257	195764	93718	58466	118596	71136	76014	134238	171387	79897	82671	74460	71561	86658	182405	141320	65136	57435	61452	107122	69552	60869	90487	82100	129373	85999
Iron(III)_dicitrate_transport_system_Fec	0	0	0	0	0	0	0	1786	0	2879	0	0	0	0	0	3877	3427	2437	0	0	2017	2819	2842	0	4931	3762	0	0	0	0
Iron-sulfur_cluster_assembly	103621	112874	106957	86986	109283	124285	55762	51231	98800	46537	50909	80729	128592	43735	67403	65803	48965	60115	118702	89365	48073	48937	49841	84371	46169	46857	51580	39631	102107	50833
Iron_Scavenging_cluster_in_Thermus	0	0	0	0	0	0	0	2478	0	1733	0	0	0	0	0	3733	2071	3039	0	0	2951	2379	2739	0	4240	3078	0	0	0	0
Iron_acquisition_in_Streptococcus	30569	37268	31508	28628	36411	34853	1876	0	21711	0	8260	28796	34728	17127	15594	0	0	0	35740	27743	0	150	0	24605	1052	154	17224	18944	23593	17073
Iron_acquisition_in_Vibrio	50792	40395	39034	41952	42364	51355	7621	369864	28077	397093	9184	31239	43376	21019	22168	409009	370851	397446	43020	32526	431597	338452	471576	28333	446501	363428	20451	22609	43065	20201
Iron_siderophore_sensor_&_receptor_system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3985	0	0	0	0	0
Isobutyryl-CoA_to_Propionyl-CoA_Module	12643	8448	6390	8881	10222	11335	0	0	10372	0	0	9983	12606	6400	0	0	0	0	12267	9991	0	0	0	0	0	0	5274	7120	10548	5136
Isoleucine_degradation	32433	23202	20835	22491	30172	33559	19630	20515	25145	17884	0	30822	38284	15516	14586	14673	20964	23705	34863	24705	16662	12126	18184	12238	15671	19485	23064	18838	27353	22306
Isoprenoid_Biosynthesis	133194	124458	112281	87660	122763	133313	35687	67386	75572	60728	26849	77150	115163	57409	62209	68014	65475	89553	137918	87214	62158	60908	68477	94700	70066	60899	62163	54436	114435	56566
KDO2-Lipid_A_biosynthesis	121820	122307	119782	101266	119446	134469	44332	44132	113515	47027	47370	63822	94931	48006	68183	57637	46027	51999	117034	111105	45697	43578	49550	81102	49718	41406	55107	42722	103398	53275
KH_domain_RNA_binding_protein_YlqC	7529	6872	6211	6243	7821	7774	0	6770	6570	6347	0	0	10533	4318	5895	7766	6241	8004	7452	7059	5740	6604	6762	6216	5768	6593	4360	4882	5923	4386
Ketoisovalerate_oxidoreductase	4015	3464	3004	3222	3728	3841	2486	1087	1821	1007	0	3568	4290	2934	1909	1304	1027	1260	4470	3240	1049	1123	1201	2864	0	957	2645	2020	3062	2556
L-2-amino-thiazoline-4-carboxylic_acid-Lcysteine_conversion	10	0	192	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
L-Arabinose_utilization	1264	998	956	0	899	1261	0	55860	765	54430	0	0	0	0	48	55826	60260	61360	1023	57	59125	37985	63221	1985	46708	51696	1059	174	950	1014
L-Cystine_Uptake_and_Metabolism	15754	17929	16596	13899	17993	18298	8631	0	11485	0	0	15483	19935	9470	15718	0	349	0	18983	14488	0	0	0	16043	0	0	8797	8942	12585	8682
L-ascorbate_utilization_(and_related_gene_clusters)	3587	2516	3986	2997	2967	4503	3406	4069	2055	3062	2242	4363	2601	825	1560	3167	5769	4511	3606	1892	3042	2780	3616	11247	1736	3431	4524	1853	2771	5343
L-fucose_utilization	7029	6554	6316	8604	9957	10889	5446	55562	8547	60105	8477	15372	24361	4374	22751	66775	64038	57407	9040	7163	58852	55690	61673	21324	54304	50940	5913	10247	5573	6271
L-fucose_utilization_temp	0	0	0	0	0	0	0	35202	0	39882	0	0	0	0	3316	43126	38792	36487	0	0	39539	37436	39017	4385	34261	30849	0	0	0	0
L-rhamnose_utilization	17801	15351	15496	15968	14112	19007	27915	131698	23202	150582	30079	41417	51401	10168	28294	133876	155116	129816	14758	17387	130192	113372	138366	29585	97569	112844	13704	19061	16293	13714
LMPTP_YfkJ_cluster	0	0	2733	3469	2506	0	0	8430	4410	8058	0	0	0	0	0	11684	8118	10035	3578	3585	8002	8356	9145	0	9116	8479	2847	0	0	2906
LMPTP_YwlE_cluster	53590	51775	50543	53933	54199	56003	39938	30109	56170	30275	40204	61145	91333	30829	38396	34850	31541	36820	59863	56839	24766	24218	28440	40537	24814	30129	41867	33537	45589	41022
LOS_core_oligosaccharide_biosynthesis	80590	82595	80764	72133	85531	90101	36949	11802	75679	13862	27371	50995	75180	39295	41651	13007	13764	14792	84317	75752	10194	14271	10780	41499	6878	9414	37705	31609	67244	36940
LSU_ribosomal_proteins_cluster	34286	38486	36335	20086	41428	44573	22894	16398	21226	18756	23953	32045	63564	13971	31022	17169	22394	19072	33479	33389	16587	15794	21140	35089	14898	19674	18032	20784	36498	17708
Lactate_utilization	29835	21773	29356	22878	22549	32264	54796	17232	44991	22935	32360	39680	94514	14752	48976	15309	18120	20464	20864	26633	18270	11569	19152	47341	24840	18571	21070	23467	28594	20492
Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	20831	18828	18969	21055	21177	22817	340	17482	19202	15836	0	0	0	11984	0	19147	15653	20913	24261	20839	13618	14353	19807	13420	15489	20286	20037	466	17034	19496
Lactose_and_Galactose_Uptake_and_Utilization	148254	107923	99490	88948	148201	119187	41889	253148	76800	244028	43623	83407	114135	62318	57277	270818	249545	269687	124421	97097	268488	214128	244625	111722	209875	226327	104183	56689	120292	102335
Lactose_utilization	36309	0	1683	0	31234	33	0	186586	2	184902	0	0	675	0	0	205218	181785	198158	0	0	208944	163584	174756	24666	151957	157187	27423	119	31389	27544
Late_competence	7295	11010	9482	5668	9868	9894	3754	1	5010	11	4100	8412	9963	5012	2580	0	0	7	7563	4742	0	2	3	15529	0	0	12429	5275	5672	11831
Legionaminic_Acid_Biosynthesis	14188	10375	13441	12267	10488	4345	58	20410	6268	20117	0	5966	0	2890	3490	23353	18887	22349	5301	14685	16078	20038	23785	0	26129	22854	9552	0	10640	9449
Leucine_Biosynthesis	75047	78720	76346	71837	72658	85397	73264	46714	75209	41766	66889	115094	125020	47649	73329	45131	45503	56534	86595	80422	34198	42170	40443	65482	34772	38272	43510	59427	64401	43034
Leucine_Degradation_and_HMG-CoA_Metabolism	45669	42690	39513	38670	42111	46989	50197	21928	40069	19635	30712	64572	83812	27213	45026	9015	20846	25958	46886	41625	18666	7708	20671	41141	22033	20953	36118	37014	37961	35401
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	13789	12204	12441	14046	11085	13283	0	25914	15967	28575	0	0	0	3315	0	29971	27085	29021	13782	13646	24397	20684	28483	3983	30821	27985	3858	0	11228	3738
Lipid_A_modifications	1361	1310	2210	1971	1617	1736	1044	0	3089	785	484	1707	0	993	1416	82	1614	0	2398	2548	196	20	172	523	670	0	1628	760	1080	1518
Lipoic_acid_metabolism	16642	17604	15465	11315	13257	18240	14366	7271	12066	7213	12490	15748	22431	7158	10456	10605	7452	9063	15763	15134	7607	7905	7478	18484	7092	7623	11538	8589	15046	11536
Lipopolysaccharide-related_cluster_in_Alphaproteobacteria	42043	46638	44546	36622	43431	47995	5253	4378	41752	8832	1050	1964	15067	9840	15160	5906	7586	5087	44706	38804	7767	4749	8268	26638	7149	4059	15480	4519	35476	17365
Lipopolysaccharide_assembly	66454	83658	84788	60603	81010	89764	14247	27781	64300	24025	1929	20970	49130	32105	22234	32110	26492	31302	70407	61229	25910	27114	29355	41781	26203	25313	15445	16460	61164	13667
Lipopolysaccharide_assembly_cluster	25069	26629	25705	22609	25627	28753	0	12931	23665	12186	0	0	4654	15155	3584	16475	15155	14972	25928	23438	11956	12821	12966	18902	15374	11976	8122	1878	21271	7300
Lipoprotein_Biosynthesis	20797	21345	28367	18246	18501	22665	0	9265	19221	9677	0	0	0	12548	0	11911	9218	11398	19847	18889	8711	10699	9305	9691	7199	8210	0	0	18294	0
Lipoprotein_sorting_system	21012	26398	26098	19590	28027	28939	2898	3706	19278	3303	1929	2303	12899	5933	0	4162	3593	4195	25581	20531	3622	3420	4293	3573	5089	3939	2987	1769	19591	982
Listeria_Pathogenicity_Island_LIPI-1_extended	0	0	0	0	0	0	0	3093	0	891	0	0	0	0	0	3149	265	2545	0	0	3214	684	3353	0	7106	2755	0	0	0	0
Listeria_bile_tolerance_locus_BltB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
Listeria_phi-A118-like_prophages	867	40	183	0	96	0	79	22	0	0	175	879	293	115	1	0	0	134	0	0	0	0	3	279	0	0	51	228	637	0
Listeria_surface_proteins:_Internalin-like_proteins	100	0	0	0	306	282	756	223	77	935	275	496	317	0	181	0	485	1322	0	0	802	0	639	0	2857	0	0	302	86	0
Listeria_surface_proteins:_LPXTG_motif	0	0	0	0	0	0	889	3279	0	0	3612	2103	3530	0	2723	1629	1737	0	0	0	1310	0	0	2791	643	0	585	760	0	594
Luciferases	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysine_Biosynthesis_DAP_Pathway	123435	131151	125898	101437	108764	131180	63559	69155	98080	61606	33758	51242	101918	62788	57878	78781	65944	84178	123593	119635	55685	66954	65859	89257	64743	60395	40298	43306	106070	39994
Lysine_degradation	20831	17691	13931	17269	21455	20879	3366	10054	18367	11989	10847	15002	16114	11076	12099	17826	10910	13657	25903	20963	9998	9584	9400	2676	8663	11498	9178	9814	16740	9213
Lysine_fermentation	82109	60135	50529	61006	73916	74498	22022	33363	70462	33450	10668	24746	77197	41684	6958	47653	33652	43150	84423	61606	29094	32601	30824	23960	26841	34652	35963	23057	68119	30975
Lysozyme_inhibitors	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	64	0	0	52	0	0	0	0	0
MLST	73167	66866	60351	53400	73764	75413	26537	15230	47827	17965	18229	25105	89809	29661	30759	22451	18947	23732	80092	59450	15599	18859	19167	46879	15217	19113	22867	11675	61244	7639
Macromolecular_synthesis_operon	126443	115025	113999	112210	96064	124813	96021	105602	117779	93094	95466	133242	160506	76945	99842	113789	97298	128655	118031	114264	82063	93970	91296	111464	78771	88643	72058	71490	109717	71805
Major_Outer_Membrane_Proteins	0	3919	0	0	3866	0	0	4706	0	4954	0	0	0	0	0	6145	7025	4910	0	0	5538	5708	5856	3000	4942	4746	0	0	0	0
Malonate_decarboxylase	368	294	187	336	330	284	0	630	218	0	449	362	527	0	0	0	168	730	423	325	0	1	0	430	0	0	129	258	320	127
Maltose_and_Maltodextrin_Utilization	131475	123628	113620	95692	122383	135722	79031	132182	91355	130262	74944	108497	149299	80634	60871	148021	148705	164572	130549	99310	136862	132405	140786	138780	137743	136068	80002	64704	109626	76507
Maltose_utilization_cluster	40248	38153	35272	32185	43498	44033	8060	18089	25166	13976	11257	13176	19810	23795	10856	16040	18459	21264	39282	32974	12550	16569	13982	37965	13588	13759	19227	8790	31638	19370
Mannitol_Utilization	30236	27928	24960	26408	34978	29831	3476	7616	24225	7166	4542	28361	37458	19082	21731	8538	10346	8722	40218	27089	6292	8007	7956	21140	7357	6960	16530	15356	25557	16375
Mannose_Metabolism	37580	55933	47946	43410	51968	40186	13405	142293	46410	146763	8760	14029	44767	20479	14728	168672	156207	145481	62425	45749	156073	125403	179412	38503	183096	189352	31834	9937	30822	24277
MazEF_toxin-antitoxing_(programmed_cell_death)_system	0	0	9	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
Mebrane_bound_hydrogenases	0	0	0	1	0	1	0	0	6	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	1	0	0	1
Mediator_of_hyperadherence_YidE_in_Enterobacteria_and_its_conserved_region	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	991	0	0	0	0	37	0	0	19	0	0	0	0	0
Melibiose_Utilization	0	0	0	0	0	0	0	19924	0	19833	0	0	0	0	0	20450	24635	21366	0	0	21919	12806	25068	6751	27669	24520	3578	3227	0	3493
Menaquinone_Biosynthesis_via_Futalosine_--_gjo	5786	3298	5296	3363	1856	5321	6917	0	13269	3620	6292	6647	11985	2439	5258	0	3584	0	988	3423	4070	0	3587	13266	3694	3599	0	3777	6701	0
Menaquinone_and_Phylloquinone_Biosynthesis	17377	23759	28247	23032	30740	32623	5144	16915	33128	29287	6213	9637	9523	3456	22928	23454	26532	20344	34361	29299	23604	18727	24220	19515	27357	21802	19792	4316	14704	19668
Mercuric_reductase	13847	12696	11564	0	12899	13325	8878	0	13470	4737	0	14304	14393	0	0	0	4414	0	16591	13144	0	0	0	8818	8118	0	9293	8437	10875	9073
Mercury_resistance_operon	13847	12696	11006	0	12445	13325	9548	0	14916	4823	0	14304	16646	0	0	0	4299	0	16591	13151	0	0	0	10292	7816	0	9923	9303	10875	9733
Metallocarboxypeptidases_(EC_3.4.17.-)	11727	30525	29414	9719	29995	32473	4740	2611	7955	2213	2027	8502	9166	6559	637	3128	2457	2702	36208	9335	9517	2089	3116	3461	13876	3189	16085	5377	9103	16225
Methanogenesis_from_methylated_compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1414	799	0	0	0	0
Methanogenesis_strays	5772	3449	2257	4230	5089	4790	2373	0	3523	0	3713	4503	3994	2965	1628	0	0	0	5479	4494	0	0	0	645	0	0	2538	3318	4401	2405
Methanopterin_biosynthesis2	12485	18901	17234	10008	20372	18883	11080	6484	11619	8411	9171	12848	25171	7044	9101	7000	6657	7946	19589	11161	5969	6559	6891	10852	9911	5698	9859	7925	11061	14259
Methicillin_resistance_in_Staphylococci	24999	23546	43703	21388	47721	23927	10950	30391	34777	33182	11895	14393	17502	17407	9357	41262	31515	43397	57698	19164	31742	28390	36339	12597	35309	31134	12368	7606	41179	7938
Methionine_Biosynthesis	255497	253686	247312	208755	250242	269735	134108	114937	239414	112618	74886	184813	294871	123569	162232	131582	122186	143655	287970	252140	91262	108978	108738	194123	101073	107080	137989	115798	211942	137167
Methionine_Degradation	122216	112023	108831	88041	120185	126456	68235	58625	122339	59507	74681	108482	121254	43002	67576	72765	66719	79040	142087	121050	47521	60916	55824	79660	49384	59864	72682	62660	101312	71213
Methionine_Salvage	8745	7579	7147	655	7057	8003	0	0	5534	2608	0	0	0	617	0	3800	3269	0	8642	0	2621	3396	3503	0	3760	3416	0	0	7280	0
Methylcitrate_cycle	16897	11802	10939	9451	6062	14134	19779	0	19686	215	12203	11822	33124	9392	10772	0	935	232	3141	9601	53	278	0	16515	26	0	607	7692	17082	598
Methylglyoxal_Metabolism	23895	14808	20768	14489	14492	16549	9484	8400	20719	9616	7672	9093	21315	10556	11627	10037	9289	10059	16168	17179	8889	8928	8016	11141	7375	7973	10459	9190	23285	10621
Methylthiotransferases	39058	34831	34084	34432	34884	40945	39085	28102	40476	26981	32718	58329	71369	17805	41930	32538	26858	33373	39031	36639	21750	25721	26103	26764	21277	24927	32268	34725	32010	31636
MexA-MexB-OprM_Multidrug_Efflux_System	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
Molybdenum_cofactor_biosynthesis	30717	55386	55942	33359	64429	51015	22303	16045	43037	16180	8624	12405	46300	14266	12622	19062	14758	18803	63984	34240	13707	14630	15103	19439	11568	14086	11103	20259	29132	10916
Molybdopterin_cytosine_dinucleotide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0
Muconate_lactonizing_enzyme_family	5687	7443	7612	6886	7250	7488	233	5362	7088	4482	1275	1781	1675	1039	6605	7064	4914	6171	8753	8076	4185	5099	6017	232	7309	6763	5217	1193	4831	5195
MukBEF_Chromosome_Condensation	16215	28048	28710	17104	33248	31669	5516	21	15267	574	10147	16961	30526	9894	21245	0	1142	0	24045	18882	6	0	0	21003	52	0	9238	12149	13100	8933
Multidrug_Resistance_Efflux_Pumps	57896	58263	63607	36239	46463	60320	1534	114073	41858	101097	933	2504	2290	23295	798	142873	109762	131205	39378	31858	98618	86506	111155	11306	109680	110585	2484	1700	49465	2403
Multidrug_efflux_pump_in_Campylobacter_jejuni_(CmeABC_operon)	10936	10814	11488	10291	8811	7214	0	41744	12342	34648	0	0	0	5606	0	56618	39847	46849	0	0	35943	39418	43197	9207	46026	47031	0	0	10537	0
Multiple_Antibiotic_Resistance_MAR_locus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	2	0	0	8	0	0	0	0	0
Murein_Hydrolases	20320	41455	44834	15208	44401	42769	8276	11474	18046	17972	1513	11439	23629	7778	11707	14706	11741	12984	43272	15475	23985	10987	12326	14281	30584	19460	18993	9221	17191	19094
Murein_hydrolase_regulation_and_cell_death	5575	7193	6663	5359	9659	5977	2957	3966	7244	7163	2798	4520	7492	2975	4877	4663	8232	8372	13397	6032	6459	3952	7318	4481	7283	7311	5245	2525	4248	2276
N-Acetyl-Galactosamine_and_Galactosamine_Utilization	28233	26709	36468	22622	43570	29121	19217	92531	20403	94759	22545	31717	36305	17270	19644	117483	99201	101037	27371	25972	90371	91175	99837	31374	100820	92654	34945	16711	23075	34413
N-linked_Glycosylation_in_Bacteria	27995	25115	31490	28312	26407	29899	5354	26094	30333	25472	0	5966	8500	17275	3490	22801	22945	29793	29741	29459	22505	21002	29502	18465	29437	30308	24214	0	24195	23576
NADPH:quinone_oxidoreductase_2	132	572	717	212	48	49	0	0	0	0	0	0	736	0	0	0	77	0	29	299	0	0	0	0	0	0	194	0	0	164
NAD_and_NADP_cofactor_biosynthesis_global	70904	78639	72199	66553	77123	80627	35817	51440	60376	54196	22545	58265	81931	43138	35819	70920	60240	68179	84329	67739	52668	49184	56718	58708	51108	59295	43654	37167	75606	40512
NAD_consumption	35405	30918	28943	30059	41201	35903	0	21397	30981	19416	0	0	0	19940	0	25262	20185	26091	35668	31420	15428	20120	20434	22171	16109	20085	0	0	29519	0
NAD_regulation	62363	53659	47989	50161	52465	54623	36269	38742	44355	41892	19481	46974	67551	38019	25350	50315	47357	52931	55642	50626	38674	35720	44953	44809	38053	45050	29858	29152	54619	24866
Na(+)-translocating_NADH-quinone_oxidoreductase_and_rnf-like_group_of_electron_transport_complexes	48388	71151	55988	38287	72426	84389	46928	56097	49564	53468	38777	50468	114708	25628	54530	73272	58646	70983	67948	51911	51789	54530	53195	50498	49148	57890	25033	37971	47380	24109
Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	22427	23750	20404	20528	25950	28421	10544	44679	20300	39410	12555	23539	30157	11838	15963	57608	41587	50597	28165	21944	40295	41975	44264	10519	40271	44442	11208	17183	18647	11151
Naphtalene_and_antracene_degradation	0	0	0	452	231	0	0	0	0	0	0	0	0	451	0	0	94	0	501	0	0	0	0	0	0	0	0	0	0	0
Natural_DNA_Transformation_in_Vibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Neotrehalosadiamine_(NTD)_Biosynthesis_Operon	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NhaA,_NhaD_and_Sodium-dependent_phosphate_transporters	13603	6904	8377	9547	18881	7866	3748	9382	5001	8596	0	6104	0	5761	0	12516	9268	10418	13592	9759	10360	10555	10332	2904	15340	9095	4281	4288	10455	4027
